,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL Modulation0,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-11 20:36:03.000000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-11 20:36:03.600000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-108.5,-17.0,-74.5,,,23.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-11 20:36:03.619547,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-11 20:36:03.800000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-11 20:36:03.900000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-112.56,-16.63,-78.94,,,23.0,0.1,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,1.0,,,QPSK,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2022-08-11 20:36:04.000000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,0.0,0.27,,,0.104,0.011,0.104,0.009,,,0.35,0.27,,,0.104,0.011,0.104,0.009,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2022-08-11 20:36:04.100000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7,2022-08-11 20:36:04.200000,-99.257607,40.675919,,,,,,,,,,,1.0,28.0,254.0,27.0,3.0,45.0,309.0,27.0,4.0,19.0,285.0,29.0,10.0,3.0,144.0,36.0,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-106.19,-10.63,-78.56,,23.0,23.0,9.0,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2022-08-11 20:36:04.500000,-99.257607,40.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-105.44,-13.5,-74.94,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-11 20:36:04.600000,-99.257607,40.675919,-99.25761,40.67592,20:36:04,97.0,139.0,139.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
10,2022-08-11 20:36:04.700000,-99.257561,40.675915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-103.94,-10.94,-76.06,23.0,,23.0,8.5,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,0.92,,,QPSK,,3.58,,,,,,15.79,,,,,,3.58,,,,15.79,,,,,0.0,,0.0,0.008,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2022-08-11 20:36:04.800000,-99.257515,40.675907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-104.08,-10.21,-76.84,23.0,,22.97,4.94,9.0,0.0,,,,,,TM4,4.0,,,,0.95,,,QPSK,,3.04,,,,,,10.0,,,,,,3.04,,,,10.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-11 20:36:04.900000,-99.257469,40.675903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-104.71,-11.84,-75.86,22.96,,22.83,4.02,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,4.38,,1.22,QPSK,,QPSK,7.5,6.3,,,,,0.0,0.0,,,,,7.5,6.12,,,0.0,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2022-08-11 20:36:05.000000,-99.257423,40.6759,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(5CA),,,,LTE Qualcomm,407.0,Band 66,66586.0,132122.0,10.0,10.0,-103.4,-13.01,-73.23,,,22.7,-0.05,6.0,0.0,,,,,,TM4,1.0,4x4,,,1.57,,,QPSK,,9.29,3.13,3.13,0.0,1.93,,27.03,0.721,0.095,0.572,0.062,,9.19,3.13,1.93,,27.03,0.721,0.095,0.572,0.062,0.069,,0.069,,,NonCA,NonCA,Band 66,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2022-08-11 20:36:05.100000,-99.257385,40.675896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-104.31,-16.16,-71.09,22.68,,23.0,-0.05,8.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,11.15,,0.83,QPSK,,QPSK,33.96,2.62,,,,,10.87,13.16,,,,,33.96,2.57,,,10.87,13.16,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0.054,5866.0,3391.0
15,2022-08-11 20:36:05.200000,-99.257339,40.675888,,,,,,,,,,,1.0,28.0,254.0,27.0,3.0,45.0,309.0,26.0,4.0,19.0,285.0,29.0,10.0,3.0,144.0,29.0,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-106.99,-15.71,-72.24,23.0,,23.0,-1.17,,,,,,,,,,,,,0.93,,,QPSK,,2.51,,,,,,26.25,,,,,,2.53,,,,26.25,,,,,,,,,,5CA,NonCA,Band 66+Band 5+Band 2+Band 2+Band 66,,407.0,Band 5,2561.0,20561.0,10.0,10.0,-116.65,-19.59,-78.65,-1.24,,,,,,,,,,,,,,,,,,,,407.0,Band 2,775.0,18775.0,5.0,,-105.97,-10.79,-81.2,4.11,,,,,,,,,,,,,,,,,,,,,,,
16,2022-08-11 20:36:05.300000,-99.257294,40.675884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-114.66,-19.31,-78.24,23.0,,23.0,-6.57,4.0,0.0,,,,,,TM4,4.0,,,,0.86,,,QPSK,,2.62,,,,,,15.38,,,,,,2.63,,,,15.38,,,,,1.157,,1.155,,,5CA,NonCA,Band 66+Band 5+Band 2+Band 2+Band 66,,407.0,Band 5,2561.0,20561.0,10.0,10.0,-117.88,-15.83,-80.24,1.05,,,,,,,,,,,,,,,,,,,,407.0,Band 2,775.0,18775.0,5.0,,-106.6,-9.6,-83.02,2.37,,,,,,,,,,,,,,,,,,,,,,,
17,2022-08-11 20:36:05.400000,-99.257248,40.67588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-116.86,-22.83,-77.06,23.0,,23.0,-6.42,3.0,0.0,,,,,,TM4,1.0,,,,0.93,,,QPSK,,2.29,,,,,,23.23,,,,,,2.29,,,,23.23,,,,,,,,,,3CA,NonCA,Band 66+Band 5+Band 2,,407.0,Band 5,2561.0,20561.0,10.0,10.0,-117.08,-16.24,-80.22,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022-08-11 20:36:05.500000,-99.257202,40.675873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-116.08,-24.91,-74.19,23.0,22.92,22.96,-9.38,,,1.0,100.0,0.0,0.0,0.0,TM4,,,0.0,,0.94,QPSK,,QPSK,3.0,2.16,,,,,0.0,42.11,,,,,3.0,2.16,,,0.0,42.11,,,,,0.0,,0.0,,,3CA,NonCA,Band 66+Band 5+Band 2,,407.0,Band 5,2561.0,20561.0,10.0,10.0,-116.76,-16.91,-79.87,-3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022-08-11 20:36:05.600000,-99.257156,40.675869,-99.25716,40.67587,20:36:05,97.0,137.0,137.0,38.4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-117.14,-27.54,-72.61,,,22.57,-8.29,2.0,0.0,,,,,,TM4,1.0,,,,1.38,,,QPSK,,6.89,,,,,,55.56,,,,,,6.89,,,,55.56,,,,,,0.033,,,,3CA,NonCA,Band 66+Band 5+Band 2,,407.0,Band 5,2561.0,20561.0,10.0,10.0,-116.78,-17.13,-80.84,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517,0.022,32364.0,1368.0
20,2022-08-11 20:36:05.700000,-99.257111,40.675865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-117.03,-28.6,-71.47,,,23.0,-8.8,1.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.031,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022-08-11 20:36:05.800000,-99.257065,40.675861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-117.75,-28.63,-72.01,,,23.0,-9.64,1.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,0.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022-08-11 20:36:05.900000,-99.257019,40.675858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-119.54,-30.0,-71.35,,,23.0,-9.03,0.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022-08-11 20:36:06.000000,-99.256973,40.675854,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,407.0,Band 66,66586.0,132122.0,10.0,10.0,-113.35,-27.03,-69.28,,,23.0,-8.05,1.0,0.0,,,,,,TM4,1.0,4x4,,,0.89,,,QPSK,,2.35,0.05,0.05,0.0,0.17,,12.0,0.004,0.005,0.0,0.004,,2.35,0.05,0.17,,12.0,0.004,0.005,0.0,0.004,0.0,,0.0,,,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022-08-11 20:36:06.100000,-99.256927,40.67585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-109.1,-22.21,-69.91,,,23.0,-7.95,3.0,0.0,,,,,,TM4,1.0,,0.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
25,2022-08-11 20:36:06.200000,-99.256889,40.675846,,,,,,,,,,,1.0,28.0,254.0,30.0,3.0,45.0,309.0,30.0,4.0,19.0,285.0,27.0,10.0,3.0,144.0,34.0,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-112.46,-24.18,-71.28,22.86,,23.0,-8.8,3.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,0.83,,,QPSK,,2.75,,,,,,23.08,,,,,,2.75,,,,23.08,,,,,0.0,,0.0,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022-08-11 20:36:06.300000,-99.256844,40.675842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-114.8,-27.54,-70.26,,,23.0,-9.57,2.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2022-08-11 20:36:06.400000,-99.256798,40.675838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-113.37,-26.58,-69.8,,,23.0,-7.81,1.0,0.0,,,,,,TM4,1.0,,14.0,,0.83,16QAM,,QPSK,5.5,2.76,,,,,100.0,100.0,,,,,5.5,2.76,,,100.0,100.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022-08-11 20:36:06.500000,-99.256752,40.675835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-113.34,-25.79,-70.56,,,23.0,-8.78,1.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,1.0,,,QPSK,,1.75,,,,,,,,,,,,1.75,,,,,,,,,0.0,,0.0,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022-08-11 20:36:06.600000,-99.256706,40.675831,-99.25671,40.67583,20:36:06,97.0,136.0,136.0,38.25,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-116.95,-27.26,-72.59,,23.0,23.0,-8.76,0.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,33.33,,,,,,,,,,33.33,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
30,2022-08-11 20:36:06.700000,-99.25666,40.675827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-120.78,-28.89,-74.27,23.0,,23.0,-9.32,0.0,0.0,,,,,,TM4,1.0,,1.0,,,QPSK,,,2.75,,,,,,66.67,,,,,,2.75,,,,66.67,,,,,,0.0,,0.0,0.001,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022-08-11 20:36:06.800000,-99.256622,40.675819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-119.05,-28.63,-73.06,,23.0,23.0,-8.09,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022-08-11 20:36:06.900000,-99.256577,40.675816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-113.8,-25.26,-71.55,,,22.83,-9.07,3.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022-08-11 20:36:07.000000,-99.256531,40.675812,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,407.0,Band 66,66586.0,132122.0,10.0,10.0,-111.95,-23.51,-71.45,,,23.0,-7.19,3.0,0.0,,,,,,TM4,1.0,,1.0,,1.0,16QAM,,QPSK,4.5,3.33,0.08,0.08,0.0,0.18,0.0,27.27,0.004,0.007,0.001,0.005,4.5,3.33,0.08,0.18,0.0,27.27,0.004,0.007,0.001,0.005,0.0,0.002,0.0,,,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022-08-11 20:36:07.100000,-99.256485,40.675804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-111.58,-22.3,-72.27,,,23.0,-7.75,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,42.86,,,,,,,,,,42.86,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
35,2022-08-11 20:36:07.200000,-99.256447,40.6758,,,,,,,,,,,1.0,28.0,254.0,31.0,3.0,45.0,309.0,26.0,4.0,19.0,285.0,29.0,10.0,3.0,144.0,34.0,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-112.03,-22.05,-72.97,,,23.0,-6.65,4.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-08-11 20:36:07.300000,-99.256401,40.675797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-109.74,-21.39,-71.35,,,23.0,-6.02,5.0,0.0,,,,,,TM4,1.0,,0.5,,,QPSK,,,2.33,,,,,,33.33,,,,,,2.33,,,,33.33,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022-08-11 20:36:07.400000,-99.256355,40.675793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,Band 66,66586.0,132122.0,10.0,10.0,-110.77,-23.18,-70.6,,,23.0,-8.54,4.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,0.92,,,QPSK,,2.69,,,,,,11.11,,,,,,2.69,,,,11.11,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
